profile,config_id,scenario,split,controller,alpha,seed,n,delay_bins,jobs,mean_resource_fraction,metric_status,metric_reason,p95_wait,p99_wait,selected_on_validation,weighted_event_approximation
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1731,100,1,70163,0.1384375,ok,,52459.4220747434,77880.69136060687,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1731,100,1,70163,0.12802083333333333,ok,,56475.45991405893,78695.49755086715,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1731,100,1,70163,0.1171875,ok,,64437.492102577584,70525.38185327785,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1731,100,1,70163,0.99375,ok,,32658.669085716,44843.62070456076,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1731,100,1,70163,0.525,ok,,39299.394199900205,59841.11900630595,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1731,100,1,70163,0.3769097222222222,ok,,44477.76591466617,70905.44796479851,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1731,100,1,70163,0.2878472222222222,ok,,52826.075351600644,70136.94810185315,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1731,100,1,70163,0.21888888888888888,ok,,56211.20810948003,77868.2030365634,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,3.0,1731,100,1,70163,0.17663194444444444,ok,,45938.58482417084,63876.91753871941,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,100.0,1731,100,1,70163,0.12371527777777779,ok,,49071.17026951715,67787.45226703443,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.01,1731,100,1,70163,0.5477777777777778,ok,,33543.5454669728,50312.85517571731,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.03,1731,100,1,70163,0.1559375,ok,,68110.3180409935,82702.82302013255,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.1,1731,100,1,70163,0.11010416666666666,ok,,73592.21255179612,94349.87827873316,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.3,1731,100,1,70163,0.09072916666666667,ok,,68092.65055748684,81004.52961760822,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,1.0,1731,100,1,70163,0.07135416666666666,ok,,57870.320540978384,66322.4767438245,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,3.0,1731,100,1,70163,0.07135416666666666,ok,,57870.320540978384,66322.4767438245,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.01,1729,100,1,70057,0.2940277777777778,ok,,246402.5315410539,281654.09812651755,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.03,1729,100,1,70057,0.1440972222222222,ok,,288445.3851166535,380973.6883236239,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.1,1729,100,1,70057,0.11604166666666665,ok,,413413.13216062303,452328.9004128361,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.3,1729,100,1,70057,0.0967361111111111,ok,,533469.70061475,592372.1669940484,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,1.0,1729,100,1,70057,0.07743055555555556,ok,,741427.1308057691,763660.8155613451,True,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,3.0,1729,100,1,70057,0.07743055555555556,ok,,741427.1308057691,763660.8155613451,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.01,1729,100,1,70057,0.5356944444444445,ok,,46532.77745772233,132350.16362820362,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.03,1729,100,1,70057,0.20559027777777777,ok,,158136.03452898155,251785.59024748066,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.1,1729,100,1,70057,0.1579513888888889,ok,,230351.61797263555,278448.2638310949,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.3,1729,100,1,70057,0.13385416666666666,ok,,322028.41108998156,336223.3854006052,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,1.0,1729,100,1,70057,0.1103125,ok,,394750.05392321956,413183.5246741878,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,3.0,1729,100,1,70057,0.10659722222222222,ok,,395936.35764687107,414072.66468655854,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,100.0,1729,100,1,70057,0.10298611111111111,ok,,397094.92098056205,415036.2381576601,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.01,1729,100,1,70057,0.99375,ok,,33591.58761113075,49857.62367118153,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.03,1729,100,1,70057,0.3062152777777778,ok,,38396.538114535295,54924.18945007099,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.1,1729,100,1,70057,0.21871527777777777,ok,,44613.05746315399,54492.52308407643,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.3,1729,100,1,70057,0.1740972222222222,ok,,45538.06689421455,56056.08011946729,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1729,100,1,70057,0.1384375,ok,,45235.3750443819,62359.89621460709,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1729,100,1,70057,0.12802083333333333,ok,,40303.49393197461,55387.89898000496,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1729,100,1,70057,0.1171875,ok,,44203.83999046407,61529.85227848732,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1729,100,1,70057,0.99375,ok,,33591.58761113075,49857.62367118153,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1729,100,1,70057,0.525,ok,,34151.93473375589,60449.374913607615,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1729,100,1,70057,0.3769097222222222,ok,,39608.00254388231,57126.2529551409,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1729,100,1,70057,0.2878472222222222,ok,,39088.58762694693,54747.37195966158,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1729,100,1,70057,0.21888888888888888,ok,,55269.1700580273,66000.73261003014,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,3.0,1729,100,1,70057,0.17663194444444444,ok,,49832.90728028672,58784.771248189805,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,100.0,1729,100,1,70057,0.12371527777777779,ok,,52125.0544360158,67025.6079691847,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.01,1729,100,1,70057,0.5477777777777778,ok,,32982.88170813578,49931.70441614409,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.03,1729,100,1,70057,0.1559375,ok,,62598.23721040399,74443.09626530646,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.1,1729,100,1,70057,0.11010416666666666,ok,,70549.81854099607,85329.83201436045,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.3,1729,100,1,70057,0.09072916666666667,ok,,71694.97846686892,83316.18387955014,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,1.0,1729,100,1,70057,0.07135416666666666,ok,,71803.23546593043,87640.48945494126,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,3.0,1729,100,1,70057,0.07135416666666666,ok,,71803.23546593043,87640.48945494126,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.01,1730,100,1,70329,0.2940277777777778,ok,,251954.28611515262,333261.0662539293,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.03,1730,100,1,70329,0.1440972222222222,ok,,325457.68858050863,377668.95629572216,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.1,1730,100,1,70329,0.11604166666666665,ok,,383435.40278395487,419847.28857219976,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.3,1730,100,1,70329,0.0967361111111111,ok,,482089.76624246454,522634.4164068057,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,1.0,1730,100,1,70329,0.07743055555555556,ok,,725150.1497091079,746192.0582153873,True,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,3.0,1730,100,1,70329,0.07743055555555556,ok,,725150.1497091079,746192.0582153873,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.01,1730,100,1,70329,0.5356944444444445,ok,,46183.45967044248,125335.65282609014,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.03,1730,100,1,70329,0.20559027777777777,ok,,165807.185216353,210701.09099088077,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.1,1730,100,1,70329,0.1579513888888889,ok,,197061.62894541922,216939.48492048503,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.3,1730,100,1,70329,0.13385416666666666,ok,,280766.7972495335,289895.078521625,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,1.0,1730,100,1,70329,0.1103125,ok,,442249.3578939492,459823.81915504154,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,3.0,1730,100,1,70329,0.10659722222222222,ok,,443080.2367314819,460766.28447635507,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,100.0,1730,100,1,70329,0.10298611111111111,ok,,443914.6715822947,461829.32626310975,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.01,1730,100,1,70329,0.99375,ok,,32175.542436114985,52923.25178366951,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.03,1730,100,1,70329,0.3062152777777778,ok,,44153.53614018561,65465.094179793785,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.1,1730,100,1,70329,0.21871527777777777,ok,,41678.501195685916,63318.20913394427,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.3,1730,100,1,70329,0.1740972222222222,ok,,51971.53029503794,67866.97171461293,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1730,100,1,70329,0.1384375,ok,,58336.344992279424,73969.53021945411,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1730,100,1,70329,0.12802083333333333,ok,,46412.310495794765,57235.10274891257,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1730,100,1,70329,0.1171875,ok,,42790.538217521345,56858.36273147748,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1730,100,1,70329,0.99375,ok,,32175.542436114985,52923.25178366951,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1730,100,1,70329,0.525,ok,,34840.411494277214,54075.38256921935,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1730,100,1,70329,0.3769097222222222,ok,,43527.03596353234,65821.25410394483,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1730,100,1,70329,0.2878472222222222,ok,,40135.93607300571,66633.5268534206,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1730,100,1,70329,0.21888888888888888,ok,,45900.52117309503,61290.1972102381,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,3.0,1730,100,1,70329,0.17663194444444444,ok,,53712.16528283799,83347.6915022081,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,100.0,1730,100,1,70329,0.12371527777777779,ok,,49380.58738320879,71765.14638294469,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.01,1730,100,1,70329,0.5477777777777778,ok,,32888.1606536956,48977.050920537564,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.03,1730,100,1,70329,0.1559375,ok,,61281.56516975194,75901.9032571445,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.1,1730,100,1,70329,0.11010416666666666,ok,,55476.94143277797,65656.27638903198,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.3,1730,100,1,70329,0.09072916666666667,ok,,57472.99968045072,66903.81360101016,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,1.0,1730,100,1,70329,0.07135416666666666,ok,,73537.48621158682,80290.27169705695,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,3.0,1730,100,1,70329,0.07135416666666666,ok,,73537.48621158682,80290.27169705695,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.01,1733,100,1,70603,0.2940277777777778,ok,,289437.6770703246,359390.052226525,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.03,1733,100,1,70603,0.1440972222222222,ok,,315425.1136978559,333013.0450797912,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.1,1733,100,1,70603,0.11604166666666665,ok,,392942.2506355846,444989.5191289247,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.3,1733,100,1,70603,0.0967361111111111,ok,,518562.1281081031,531353.9079706952,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,1.0,1733,100,1,70603,0.07743055555555556,ok,,768907.1141520229,789712.02364736,True,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,3.0,1733,100,1,70603,0.07743055555555556,ok,,768907.1141520229,789712.02364736,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.01,1733,100,1,70603,0.5356944444444445,ok,,56434.80028207087,146091.85940974054,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.03,1733,100,1,70603,0.20559027777777777,ok,,171621.66293113196,207346.6343183288,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.1,1733,100,1,70603,0.1579513888888889,ok,,229569.20758981147,271497.80379278667,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.3,1733,100,1,70603,0.13385416666666666,ok,,306962.3029526792,326971.62209002353,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,1.0,1733,100,1,70603,0.1103125,ok,,431934.16627906024,449731.21443169034,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,3.0,1733,100,1,70603,0.10659722222222222,ok,,433133.0101850529,450559.1396055268,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,100.0,1733,100,1,70603,0.10298611111111111,ok,,433758.05677842884,451487.20160637726,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.01,1733,100,1,70603,0.99375,ok,,35482.80834842083,50880.16836174725,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.03,1733,100,1,70603,0.3062152777777778,ok,,45310.74464174963,61067.383643418645,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.1,1733,100,1,70603,0.21871527777777777,ok,,43668.9595515424,60219.89815928308,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.3,1733,100,1,70603,0.1740972222222222,ok,,63809.94646674236,78715.25886945016,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1733,100,1,70603,0.1384375,ok,,65793.44923837532,81560.41346766434,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1733,100,1,70603,0.12802083333333333,ok,,56665.603328800746,63713.60973326504,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1733,100,1,70603,0.1171875,ok,,52345.86334690178,62414.91995180246,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1733,100,1,70603,0.99375,ok,,35482.80834842083,50880.16836174725,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1733,100,1,70603,0.525,ok,,40925.786900973355,56892.796698907245,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1733,100,1,70603,0.3769097222222222,ok,,44300.585839144565,62559.98603493502,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1733,100,1,70603,0.2878472222222222,ok,,48510.894573715144,67440.35724324647,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1733,100,1,70603,0.21888888888888888,ok,,47653.69856884955,66964.03466372692,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,3.0,1733,100,1,70603,0.17663194444444444,ok,,47700.83882576364,58974.21800165617,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,100.0,1733,100,1,70603,0.12371527777777779,ok,,49766.97874129037,69907.6923762681,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.01,1733,100,1,70603,0.5477777777777778,ok,,37093.89183826886,55861.687546420944,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.03,1733,100,1,70603,0.1559375,ok,,68360.7769405891,83560.48627141814,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.1,1733,100,1,70603,0.11010416666666666,ok,,59073.775069799856,71630.8594980273,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.3,1733,100,1,70603,0.09072916666666667,ok,,78055.38936036955,97471.80816756336,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,1.0,1733,100,1,70603,0.07135416666666666,ok,,51582.389040487615,60668.62738663886,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,3.0,1733,100,1,70603,0.07135416666666666,ok,,51582.389040487615,60668.62738663886,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.01,1735,100,1,70496,0.2940277777777778,ok,,280141.4052606196,311428.4789004475,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.03,1735,100,1,70496,0.1440972222222222,ok,,326262.54215468303,350952.67226625234,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.1,1735,100,1,70496,0.11604166666666665,ok,,405618.3345758976,415624.0761845025,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.3,1735,100,1,70496,0.0967361111111111,ok,,509023.68899432896,539708.160029177,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,1.0,1735,100,1,70496,0.07743055555555556,ok,,724905.6073856066,746294.6329614153,True,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,3.0,1735,100,1,70496,0.07743055555555556,ok,,724905.6073856066,746294.6329614153,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.01,1735,100,1,70496,0.5356944444444445,ok,,49536.58462107026,145726.49921062376,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.03,1735,100,1,70496,0.20559027777777777,ok,,172860.50283852528,205509.44530528717,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.1,1735,100,1,70496,0.1579513888888889,ok,,208331.00522608618,221420.6956293988,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.3,1735,100,1,70496,0.13385416666666666,ok,,273996.08261844015,293432.69822689274,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,1.0,1735,100,1,70496,0.1103125,ok,,426324.1519978093,444774.64935784455,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,3.0,1735,100,1,70496,0.10659722222222222,ok,,427380.550039819,445451.5835735683,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,100.0,1735,100,1,70496,0.10298611111111111,ok,,428065.27655560337,446296.22866942897,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.01,1735,100,1,70496,0.99375,ok,,37237.72146886248,57312.614831725776,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.03,1735,100,1,70496,0.3062152777777778,ok,,54467.27868320715,67822.73914387911,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.1,1735,100,1,70496,0.21871527777777777,ok,,45616.124893071785,59991.1821504367,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.3,1735,100,1,70496,0.1740972222222222,ok,,60870.703959843035,80674.03382406654,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1735,100,1,70496,0.1384375,ok,,54421.817666148425,80439.05853067987,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1735,100,1,70496,0.12802083333333333,ok,,56909.86964750237,81554.6915729819,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1735,100,1,70496,0.1171875,ok,,48399.467374731015,54536.26517891905,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1735,100,1,70496,0.99375,ok,,37237.72146886248,57312.614831725776,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1735,100,1,70496,0.525,ok,,39183.37620204717,53724.441608954316,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1735,100,1,70496,0.3769097222222222,ok,,49521.70813781584,63505.15864381713,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1735,100,1,70496,0.2878472222222222,ok,,50077.79634563991,64399.67000482135,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1735,100,1,70496,0.21888888888888888,ok,,51633.748440742,81191.1509364813,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,3.0,1735,100,1,70496,0.17663194444444444,ok,,49187.61501696713,69584.7184761624,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,100.0,1735,100,1,70496,0.12371527777777779,ok,,67265.54200906452,79447.92071530689,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.01,1735,100,1,70496,0.5477777777777778,ok,,36827.34958706144,57430.08849096486,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.03,1735,100,1,70496,0.1559375,ok,,65036.08619738432,88522.1578111934,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.1,1735,100,1,70496,0.11010416666666666,ok,,67995.66174779116,79038.39006751249,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,0.3,1735,100,1,70496,0.09072916666666667,ok,,88802.14457053602,102097.52357275516,False,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,1.0,1735,100,1,70496,0.07135416666666666,ok,,75577.92766222425,89896.49853289164,True,True
paper,paper-pareto-n100-d1,bursty,test,oracle_mf_mpc,3.0,1735,100,1,70496,0.07135416666666666,ok,,75577.92766222425,89896.49853289164,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.01,1737,100,1,70368,0.2940277777777778,ok,,255187.42182734332,271304.72103173286,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.03,1737,100,1,70368,0.1440972222222222,ok,,318618.8953403845,331772.64755764155,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.1,1737,100,1,70368,0.11604166666666665,ok,,391787.808848983,408141.7124195185,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,0.3,1737,100,1,70368,0.0967361111111111,ok,,463395.257188605,492182.6053203695,False,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,1.0,1737,100,1,70368,0.07743055555555556,ok,,708802.2329975705,730573.2355423465,True,True
paper,paper-pareto-n100-d1,bursty,test,seasonal_mf_mpc,3.0,1737,100,1,70368,0.07743055555555556,ok,,708802.2329975705,730573.2355423465,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.01,1737,100,1,70368,0.5356944444444445,ok,,42702.20300000922,139617.35575085704,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.03,1737,100,1,70368,0.20559027777777777,ok,,171998.6984606248,204388.57970626222,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.1,1737,100,1,70368,0.1579513888888889,ok,,217649.0007520537,246973.2646989318,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,0.3,1737,100,1,70368,0.13385416666666666,ok,,269383.67342542607,281250.37855872256,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,1.0,1737,100,1,70368,0.1103125,ok,,400133.0126389141,418699.0503878684,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,3.0,1737,100,1,70368,0.10659722222222222,ok,,400995.24460316263,419403.1342937807,False,True
paper,paper-pareto-n100-d1,bursty,test,ewma_mf_mpc,100.0,1737,100,1,70368,0.10298611111111111,ok,,402165.3005490257,420620.29711257765,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.01,1737,100,1,70368,0.99375,ok,,33371.64593557703,49729.543711918086,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.03,1737,100,1,70368,0.3062152777777778,ok,,40686.24706416925,55602.57732984142,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.1,1737,100,1,70368,0.21871527777777777,ok,,44067.45259221896,57965.226458019475,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,0.3,1737,100,1,70368,0.1740972222222222,ok,,54368.2167056098,68186.11623653416,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,1.0,1737,100,1,70368,0.1384375,ok,,62674.78245820974,80218.0744229303,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,3.0,1737,100,1,70368,0.12802083333333333,ok,,42815.22705158755,57847.88051714674,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_mean_mf_mpc,100.0,1737,100,1,70368,0.1171875,ok,,52393.01690851868,69554.10457089588,True,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.01,1737,100,1,70368,0.99375,ok,,33371.64593557703,49729.543711918086,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.03,1737,100,1,70368,0.525,ok,,36088.175519894154,55368.01782513996,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.1,1737,100,1,70368,0.3769097222222222,ok,,41736.313674457015,59256.04779236302,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,0.3,1737,100,1,70368,0.2878472222222222,ok,,47999.77047852115,67209.89244876668,False,True
paper,paper-pareto-n100-d1,bursty,test,gp_ucb_mf_mpc,1.0,1737,100,1,70368,0.21888888888888888,ok,,42185.15581612985,56960.91357477126,False,True
