scenario,controller,alpha,validation_resource_fraction,reference_budget,selection_source
diurnal,oracle_mf_mpc,0.07498942093324558,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.1,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.3,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.31622776601683794,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,1.0,0.9313788819875777,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,1.333521432163324,0.9214037267080745,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,3.0,0.8217763975155279,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,5.623413251903491,0.7819254658385093,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,23.71373705661655,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,100.0,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,1.1547819846894583,0.9313416149068323,0.9306832298136647,validation_alpha_refinement
